"","Name","p","t","ValueAtRandomPoints"
"388","pine",1206.58746350755,12.5430823737792,1.60077059953502e-08
"389","pine",681.686953944701,19.6028367986978,6.80054107363526e-09
"390","pine",903.20172004175,11.9587911576073,4.01947111020024e-08
"391","pine",1058.00826008716,16.556318928885,1.01908903984681e-08
"392","pine",700.070876752139,11.3607681260168,2.13146942253726e-08
"393","pine",1165.00074268415,13.812726110209,1.62083637306384e-08
"394","pine",1052.18989228363,13.3042350294704,2.40929353806466e-08
"395","pine",1186.59277459912,10.999230248128,1.03728121655698e-08
"396","pine",540.761861195995,16.9608027700881,3.7680474662532e-08
"397","pine",474.520628534983,17.0243282625329,2.27702369965826e-08
"398","pine",467.485204210428,14.3256129589793,2.52125577162767e-08
"399","pine",998.000428039532,11.6359940320613,2.94418146631179e-08
"400","pine",697.19688924545,18.1895038206019,2.57031386451747e-08
"401","pine",1233.56197285928,12.2053171807341,1.53304272988272e-08
"402","pine",1041.90695235068,14.5086479935642,2.14913883607713e-08
"403","pine",692.751026301566,10.4240665419267,1.19231960138271e-08
"404","pine",1349.71067516228,12.7614488939354,5.54180673427711e-09
"405","pine",481.659649351121,13.5108277099285,2.0001474160506e-08
"406","pine",1300.26491929914,12.0720693866249,7.94950749070217e-09
"407","pine",1174.95653624926,14.607607059794,1.68857390179936e-08
"408","pine",949.695123672661,11.5673535018869,3.57983957660274e-08
"409","pine",843.032188107128,12.6550273523851,3.79683083809597e-08
"410","pine",631.137178306441,14.9979975257748,5.30540715255537e-08
"411","pine",848.748032334093,10.8006372808265,2.58662307057666e-08
"412","pine",1165.75526656066,14.3870426370204,1.73933964036484e-08
"413","pine",1022.5521756473,14.4736597702624,2.3525614874187e-08
"414","pine",843.125359020488,13.6482930146777,3.92710458451644e-08
"415","pine",894.318564180806,10.2389936413136,1.97765575774748e-08
"416","pine",1326.05021458603,15.5928758493594,5.84923816572932e-09
"417","pine",651.406323104799,18.3849228638203,2.85022081302324e-08
"418","pine",785.33292723646,10.9962036073675,2.44121463914334e-08
"419","pine",451.406559701295,12.7336842752625,5.74030271570576e-09
"420","pine",812.180499990776,13.2965124526692,3.63645429341113e-08
"421","pine",895.888431444507,16.6404068382411,3.10925492010796e-08
"422","pine",1004.28454212738,12.9969459346535,3.5704919070498e-08
"423","pine",1068.75011263608,14.0867937803669,1.96670299678702e-08
"424","pine",1053.908097937,13.6759149247842,2.24879874750396e-08
"425","pine",467.46291531381,16.6793587605147,2.48262415366965e-08
"426","pine",551.270539557401,14.5648413375001,4.79726373853878e-08
"427","pine",467.564592683213,13.5980237393888,1.67347254823987e-08
"428","pine",924.110782052736,15.5570894866873,3.64597333036213e-08
"429","pine",703.627907449693,13.8513653658039,4.55609065915845e-08
